idx,brand_name,cos_name,cos_img_src,grade,grade_count,price,vol,ranking,description,category,category_2
0,랩클,펩타이드 크림 스킨 모이스처라이징 토너,https://dn5hzapyfrpio.cloudfront.net/product/0ae/0aef3500-a0ac-11eb-bfec-15263a365fc3.jpeg?w=456,4.68,607,35000,150ml,크림토너 1위 랩클 2위,크림의 보습감과 토너의 산뜻함을 담아 촉촉한 피부로 관리하는 보습 토너  - 인체적용시험으로 확인된 100시간 보습 지속력 - 5종 펩타이드 함유  - 독일 더마테스트 EXCELLENT 인증,스킨케어,스킨/토너
1,시초,단델리온 래디언스 세럼 패드,https://dn5hzapyfrpio.cloudfront.net/product/e72/e728dca0-f354-11ec-be34-6176c6ef657f.jpeg?w=456,4.75,85,25000,90ea,토너패드 1위 시초 1위,맑은 피부 본연의 윤기  - 스펀 레이스 공법을 적용한 비건인증 자연유래 시트 - 피부에 보습을 부여하고 영양을 공급하여 유익한 피부 환경을 만들어주는 민들레 바이옴 함유 - 끈적임 없고 흡수가 빠른 촉촉한 유백색 세럼 제형,스킨케어,스킨/토너
2,마녀공장,판테토인 에센스 토너,https://dn5hzapyfrpio.cloudfront.net/product/d67/d673b300-eb03-11ee-bc92-0775b5b4e9c7.jpeg?w=456,4.69,421,32000,200ml,에센스토너 1위 마녀공장 1위,"깊고 빠른 보습 충전, 판테토인™ 함유 고농축 에센스 인 토너",스킨케어,스킨/토너
3,카이네,콤부 밸런싱 앰플 토너,https://dn5hzapyfrpio.cloudfront.net/product/fad/fad90870-383e-11ef-ae8a-918d7e58179a.jpeg?w=456,4.72,179,24000,150ml,에센스토너 2위 카이네 1위,"토너와 앰플을 하나로 담아낸 특별한 제형, 진정과 보습 끝판왕 토너  - 발효 콤부차수와 판테놀 함유 - 피부가 좋아하는 약산성 비건 포뮬러",스킨케어,스킨/토너
4,헉슬리,컨디셔닝 에센스 토너 프리쉐이프,https://dn5hzapyfrpio.cloudfront.net/product/138/13879870-d1ea-11ee-9c95-4b816a0e2365.jpeg?w=456,4.7,198,36000,300ml,에센스토너 3위 헉슬리 1위,모로코 선인장 발효수가 건조한 피부에 수분과 영양을 촘촘히 공급하여 피부 보습 컨디션을 올려주는 에센스 토너  - pH 6.5 약산성 토너로 민감한 피부도 순하게 케어 - 묵은 각질만을 순하게 녹여내는 효소 성분으로 데일리 각질케어가 가능한 기능성 토너 - 견고한 수분 보습막으로 24시간 내내 촉촉하게 유지,스킨케어,스킨/토너
5,잇츠스킨,파워 10 포뮬라 엘아이 젤리 패드 감초줄렌,https://dn5hzapyfrpio.cloudfront.net/product/980/9801bfb0-79ac-11ec-bdc7-0d2a9b367bb9.jpeg?w=456,4.6,1645,25000,70ea,토너패드 2위 잇츠스킨 1위,촉촉한 수분감이 빈틈없이 밀착되는 팩 겸용 진정 패드  - 건조한 피부를 편안하게 진정시킴 - 에센스를 가득 머금어 말랑말랑 젤리화 된 시트 - 굴곡진 부위에도 빈틈없이 초밀착,스킨케어,스킨/토너
6,웰라쥬,리얼 히알루로닉 100 토너,https://dn5hzapyfrpio.cloudfront.net/product/4f0/4f099f10-4086-11ee-9736-9b07020e79ca.jpeg?w=456,4.61,843,20000,200ml,워터토너 1위 웰라쥬 1위,"히알水 93%로 속수분충전! #속건조100토너  - 끈적임, 유분이 없이 산뜻하게 쏙 흡수되어 속건조 해결 - 100앰플과 사용 시 즉각적인 1.5배 #갓벽수분부스팅 효과 - 피부 각질층 20층까지 #넘사벽보습",스킨케어,스킨/토너
7,잇츠스킨,파워 10 포뮬라 엘아이 토너 패드,https://dn5hzapyfrpio.cloudfront.net/product/64a/64a4f0b0-d504-11ed-a4a5-839a5e04241c.jpeg?w=456,4.67,298,25000,60ea,토너패드 3위 잇츠스킨 2위,"매끈 진정 피부를 만드는 산뜻한 저자극 데일리 토너 패드  - 매일 써도 부담 없는 페이스 타올 원단 사용 - 매끈한 피부부터 진정까지 한 장 쏙, 저자극 데일리 각질 케어 - 수분 진정 성분 감초 + 줄렌 함유",스킨케어,스킨/토너
8,다자연,블루 아가베 포어 에센스 토너,https://dn5hzapyfrpio.cloudfront.net/product/a48/a480e9f0-a06f-11ee-900e-096d66f284b7.jpeg?w=456,4.67,272,24000,200ml,워터토너 2위 다자연 1위,촘촘히 채우기 전 쿨하게 비워내는 모공관리 비건 부스터  - 각질 정돈 및 보습효과로 늘어진 모공에 촉촉 윤광선사 - 보습 및 장벽 강화 성분으로 늘어진 모공에 촉촉 탄력 효과 - 강한 자극 없이 피부 온도를 낮춰주는 상쾌하고 쾌적한 쿨링 효과,스킨케어,스킨/토너
9,셀퓨전씨,포스트 알파 쿨링패드,https://dn5hzapyfrpio.cloudfront.net/product/578/57870440-0bf6-11ed-972f-238fd06b7478.jpeg?w=456,4.66,361,23000,70ea,토너패드 4위 셀퓨전씨 1위,패드 한 장으로 피부 온도를 빠르게 내려주는 쿨링 패드  - 빙하수를 함유하여 가볍고 시원한 에센스 제형 - 빠르고 강력한 쿨링 효과 - 열감으로 달아오른 피부 진정,스킨케어,스킨/토너
10,어터,스퀘어 팩 패드 모이스처,https://dn5hzapyfrpio.cloudfront.net/product/f12/f1241d00-d1f2-11ed-9e4b-0b5cf4b72039.jpeg?w=456,4.65,212,32000,70ea,토너패드 5위 어터 1위,"사우나에 다녀온 듯 보습 윤광 패드, 메이크업 전 3분! 부스팅 패드   - 3중레이어 수분잠금 자물쇠 패드 - 메이크업 부스팅팩 + 아침 세안 후 간편하게 사용하는 화잘먹 패드 - 들뜸없는 완벽 밀착, 민감한 피부도 걱정없는 저자극 패드",스킨케어,스킨/토너
11,닥터릴리프,디에이씨투 알래스카 엘엠더블유 히알루로닉 토너,https://dn5hzapyfrpio.cloudfront.net/product/760/760a86d0-5617-11eb-aec2-430bda4ab232.jpeg?w=456,4.63,287,39000,205ml,워터토너 3위 닥터릴리프 2위,"DAC2포뮬러에 저분자 히알루론산, 알래수카 빙하수, 위치하젤 추출물로 채워진 더마 솔루션 토너  - 피부진정 및 수분공급  - 저자극 피부보호  - 피부결 정돈 및 모공, 피지 관리",스킨케어,스킨/토너
12,에스트라,에이시카365 수분 진정 결 토너,https://dn5hzapyfrpio.cloudfront.net/product/d4c/d4c68260-8648-11ed-a933-9b1327ab78fd.jpeg?w=456,4.63,463,30000,250ml,워터토너 4위 에스트라 4위,"닦토한 듯 부드럽고, 물먹은 듯 촉촉하게   - PHA 3%가 함유되어 닦토없이 결정돈 가능!  - 사용 직후 36% 진정되는 놀라운 진정 효과  - 닦토 대비 속수분은 1.6배 UP!",스킨케어,스킨/토너
13,스킨푸드,포테이토 마데카소사이드 수딩 패드,https://dn5hzapyfrpio.cloudfront.net/product/52c/52c21af0-dd0d-11ee-8995-b3abb6d562b9.jpeg?w=456,4.68,176,26000,60ea,토너패드 6위 스킨푸드 4위,얼룩덜룩한 피부 흔적을 집중 진정해 뽀얀 피부로 케어해주는 수딩 패드  - 클로로겐산이 풍부한 청정 강원도의 못난이 감자추출물 함유 - 감자의 껍질을 닮은 무표백 순면 패드 - 사계절 내내 촘촘한 수분 보습,스킨케어,스킨/토너
14,헤브블루,살몬 케어링 센텔라 토너,https://dn5hzapyfrpio.cloudfront.net/product/501/501fa390-7858-11ee-8a7d-353c7ce89669.jpeg?w=456,4.62,331,41900,200ml,워터토너 5위 헤브블루 3위,민감한 피부를 구해줄 연어 센텔라 토너  - 병풀추출물 83%를 바탕으로 한 저자극 토너 - 예민해진 피부에 편안함과 진정을 부여,스킨케어,스킨/토너
15,웰라쥬,리얼 히알루로닉 블루 100 토너 패드,https://dn5hzapyfrpio.cloudfront.net/product/725/725d6000-728d-11ec-bf1a-3f45b37d9094.jpeg?w=456,4.59,633,24000,70ea,토너패드 7위 웰라쥬 4위,물 타지 않은 100% 리얼 히알루론산 패드  - IN-VITRO 임상으로 증명된 보습 장벽 효과 - 100% 생분해 비건 패드로 부드러운 수분 결 케어 - 민감한 피부도 걱정 없게 피부 자극 테스트 완료,스킨케어,스킨/토너
16,메이크프렘,인테카 수딩 패드,https://dn5hzapyfrpio.cloudfront.net/product/032/0320eba0-0d4f-11ed-bb4b-cd6d9a639ff1.png?w=456,4.61,242,24000,70ea,토너패드 8위 메이크프렘 1위,열 오른 피부 잠재우는 -6.6도 쿨링 수분진정 패드  - 병풀 핵심 성분 인테카를 담아 자극은 물론 피부 열까지 진정 - 끈적임 없이 산뜻한 진정 에센스를 아낌없이 담은 180ml 대용량 - 무표백 비건 100% 순면 패드로 피부에도 지구에도 안심,스킨케어,스킨/토너
17,이니스프리,비타C 그린티 엔자임 잡티 토닝 패드,https://dn5hzapyfrpio.cloudfront.net/product/ac5/ac51c1a0-d516-11ee-b566-0f94d0235309.jpeg?w=456,4.72,182,28000,60ea,토너패드 9위 이니스프리 2위,비타민C 듬뿍 담은 비타패드로 한 번 붙이면 눈부시게 환해지는 #붙이는비타C세럼  - 99% 순수 비타민C 함유의 노란 비타 패드 - 멀티 비타민 듬뿍 담아 피부 비타민 급속 충전,스킨케어,스킨/토너
18,이퀄베리,빅 카밍 스위밍풀 토너패드,https://dn5hzapyfrpio.cloudfront.net/product/ce4/ce4fc880-2467-11ed-84b1-438ed58f8c59.png?w=456,4.6,120,25000,70ea,토너패드 10위 이퀄베리 1위,"빈틈없는 그물 직조로 블랙헤드/각질/모공/피부장벽 한 번에 캐치  - 빅 엠보 면으로 슥- 각질, 노폐물 캐치 - 소프트 면으로 슥- 진정, 보습 캐치",스킨케어,스킨/토너
19,더마펌,수딩 리페어 토닝 패드 R4,https://dn5hzapyfrpio.cloudfront.net/product/6ec/6ece7bb0-0c44-11ef-9662-4fa46ae74dbe.jpeg?w=456,4.61,175,26000,70ea,토너패드 11위 더마펌 1위,"각질+수분+토닝 케어를 패드 하나로, 패드의 끝! 결광을 넘어선 데일리 #물광토닝패드  - 글로우한 물광 효과를 위한 글로우타치온 애씨드™ 함유 - 겉/속은 물론 모공까지, 맑톤 피부를 위한 멜라웨이™ 함유 - 피부 온도를 내려주는 ‘META Cool™’이 달아오른 피부 온도 즉각 쿨링 케어",스킨케어,스킨/토너
20,설화수,자음유액,https://dn5hzapyfrpio.cloudfront.net/product/e22/e22a1b10-171f-11ef-9111-55005d4060fd.jpeg?w=456,4.53,118,72000,125ml,보습로션 1위 설화수 4위,"* 본 제품은 리뉴얼된 제품입니다.  충만한 보습감으로 피부를 유연하고 부드럽게 가꾸어주는 편안한 보습 케어 에멀젼  - 진정 케어, 수분 공급, 건조 예방 3단계 케어로 본연의 건강한 피부 완성 - 진정 보습에 탁월한 다섯 가지 원료 조합, 자음보습단™으로 촉촉하고 편안한 피부 - 건조하고 자극 받은 피부의 부담을 줄이는 저자극 포뮬러",스킨케어,로션/에멀젼
21,온그리디언츠,스킨 베리어 카밍 로션,https://dn5hzapyfrpio.cloudfront.net/product/416/41624f80-4afc-11ee-88c6-558c4f93cc02.jpeg?w=456,4.5,159,35000,220ml,진정로션 1위 온그리디언츠 1위,피부 속부터 차오르는 속광의 비결! 민감 피부 치트키 로션  - 피부 진정에 뛰어난 병풀추출물로 지친 피부 케어 - 9종 펩타이드 콤플렉스가 수분 보호막 형성으로 쫀쫀 & 촉촉한 피부 완성 - 피부 밀도까지 탄탄해지는 마무리감 선사,스킨케어,로션/에멀젼
22,아이오페,슈퍼바이탈 에멀젼,https://dn5hzapyfrpio.cloudfront.net/product/dbc/dbc05db0-f93a-11ed-9db8-21ab2bc52f39.jpeg?w=456,4.48,151,65000,150ml,보습로션 2위 아이오페 3위,* 본 제품은 리뉴얼된 제품입니다.  피부 장벽을 강화해주고 항산화 효능을 더해 탄력을 부스팅하는 고영양 안티에이징 에멀젼,스킨케어,로션/에멀젼
23,라보드레,인텐시브 리파이닝 에멀젼,https://dn5hzapyfrpio.cloudfront.net/product/2d0/2d0b7000-695e-11ed-8918-995b1a96e1cd.jpeg?w=456,4.38,184,33000,50ml,보습로션 3위 라보드레 4위,"쉽게 건조해지는 피부를 위한 고보습 에멀젼  - 3중 특화 성분이 장벽을 보완하여 피부의 피로 회복을 돕고, 피부 본연의 힘을 길러주어 외부 스트레스에도 변함없는 피부 유지 - 저분자 히알루론산이 수분을 피부 속 깊숙이 전달하여 효과적인 수분 공급 - 고분자 히알루론산이 피부 표면의 보습막을 강화하여 피부 속 수분의 증발을 방지",스킨케어,로션/에멀젼
24,스킨핏,스킨핏 프로그램,https://dn5hzapyfrpio.cloudfront.net/product/274/274a1a00-3716-11ee-800a-a98fdd8794d4.jpeg?w=456,4.38,104,44900,25ea,진정로션 2위 스킨핏 1위,"피부측정으로 내 피부에 알맞는 맞춤형 스킨케어  - 측정결과에 따른 화장품과 피부 진단서 제공 - 민감성피부,임산부,어린이까지 사용가능한 건강한 화장품  * 성분 정보는 32 다마스크 로즈 세럼 기준으로 등록되었습니다.",스킨케어,로션/에멀젼
25,에스트라,아토베리어 로션,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180622/1529636531597.png?w=456,4.42,518,37000,200ml,보습로션 4위 에스트라 13위,"* 본 제품은 리뉴얼된 제품입니다.   피부에 부드럽게 스며들어 장벽기능을 강화하고, 촉촉함을 제공하는 고보습 로션  - 건조하고 갈라진 피부의 장벽기능을 강화 - 세계 최초로 개발된 유사 충판소체 더마온을 함유하여 손상된 장벽에 부족한 지질구조체를 외부에서 공급함으로써 피부보호막을 강화",스킨케어,로션/에멀젼
26,제로이드,인텐시브 로션,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200911/1599784378029.png?w=456,4.35,364,36000,200ml,보습로션 5위 제로이드 2위,악건성 및 문제성 피부를 위한 보습 강화 로션  - 피부지질과 유사한 성분과 구조로 피부장벽을 건강하게 케어 - 강화된 세라마이드와 디펜사마이드 성분이 피부보습과 진정 케어를 선사 - 리치하고 부드러운 사용감과 오랜 보습을 선사,스킨케어,로션/에멀젼
27,일리윤,오일 스무딩 로션,https://dn5hzapyfrpio.cloudfront.net/product/ef9/ef98acf0-48df-11ec-a7a0-675d4e7d8951.jpeg?w=456,4.36,177,19900,350ml,보습로션 6위 일리윤 14위,"피부를 윤기있고 건강하게 가꾸어주는 동백오일 블렌딩 로션  - 인삼 본연의 수분을 압착한 귀한 인삼수의 건강하고 깊은 보습 - 천연 동백 오일이 블렌딩되어 부드러운 윤기 보습 - 주름 개선, 미백 이중 기능성 제품",스킨케어,로션/에멀젼
28,순수,AC 컨트롤 로션,https://dn5hzapyfrpio.cloudfront.net/product/a8a/a8a642e0-e58a-11ee-b58c-d332da62ec23.jpeg?w=456,4.34,123,37000,150ml,트러블로션 1위 더 순수 3위,자연의 힘으로 피지 조절하여 깨끗하고 맑은 피부로 가꿔주는 기능성 수분 로션,스킨케어,로션/에멀젼
29,피지오겔,레드수딩 AI 로션,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20191230/1577685551559.jpg?w=456,4.3,276,37500,200ml,보습로션 7위 피지오겔 6위,특허 받은 기술로 진정 보습과 피부 장벽 강화를 한 번에  - 특허 받은 진정 복합체로 빠르고 오래가는 진정 보습 효과 - 피부와 유사한 성분이 피부 장벽을 강화하고 안정화 - 민감하고 자극받은 피부까지 사용할 수 있는 저자극의 순한 포뮬라,스킨케어,로션/에멀젼
30,나츄리에,하또무기 스킨 컨디셔닝 밀크,https://dn5hzapyfrpio.cloudfront.net/product/5c9/5c9c97b0-a8eb-11ec-82d3-2313d12b6388.jpeg?w=456,4.26,218,11000,230ml,수분로션 1위 나츄리에 1위,"끈적임 없이 즉각 침투 ""수분 잠금"" 수분 침투 에멀젼  - 각질층에 즉각 침투하여 수분을 끌어안아 장시간 촉촉한 피부 유지 - 실링오일이 수분 증발을 막고 실링아쿠아가 끈적임 없이 산뜻한 마무리감 선사 - 천연 보습 인자 율무 추출물이 각질을 케어하고 피부 면역력 강화",스킨케어,로션/에멀젼
31,헤라,아쿠아볼릭 에센셜 에멀젼,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170322/1490160966769.png?w=456,4.26,113,45000,120ml,보습로션 8위 헤라 13위,보습과 영양 성분을 피부 깊이 전달해주는 촉촉한 에센셜 로션,스킨케어,로션/에멀젼
32,싸이닉,더 심플 데일리 로션,https://dn5hzapyfrpio.cloudfront.net/product/4fc/4fc20950-784f-11ee-b842-db65e1eeb438.jpeg?w=456,4.15,1114,12000,145ml,수분로션 2위 싸이닉 5위,가볍고 부드럽게 수분을 공급해주는 약산성 밸런싱 로션  - 예민해진 피부를 편안하게 해주는 약산성 마일드 솔루션 - 가볍고 부드럽게 유수분 밸런스 케어 - 편안하게 흡수되는 데일리 모이스처라이저,스킨케어,로션/에멀젼
33,라포티셀,세라마이드 하이드라 플루이드,https://dn5hzapyfrpio.cloudfront.net/product/264/264ecd20-48ae-11eb-8864-77fda3a11339.jpeg?w=456,4.22,167,36000,125ml,수분로션 3위 라포티셀 4위,"저분자 히아루론산의 함유와 흡수가 빠른 하프-유화 제형이 피부 속 건조 개선에 도움을 주는 로션  - 토너, 에센스, 로션을 별도로 바르지 않아도 되는 신개념 제품으로 충분한 보습력을 전달하고 유수분 밸런스를 케어 - 센티드제라늄꽃오일 등 허브 꽃과 열매의 오일 성분들이 수분보호막을 형성",스킨케어,로션/에멀젼
34,빌리프,크리미 모이스춰라이저 딥 모이스트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180622/1529636790252.png?w=456,4.21,250,40000,125ml,보습로션 9위 빌리프 9위,부드럽게 밀착되어 풍부한 영양감과 함께 촉촉함을 선사하는 건성 피부용 모이스춰라이저,스킨케어,로션/에멀젼
35,닥터지,레드 블레미쉬 멀티 플루이드,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20171106/1509934155416.png?w=456,4.1,1075,95000,100ml,트러블로션 2위 닥터지 23위,"산뜻한 플루이드 포뮬라에 담은 10가지 부스터 효과, 10 in 1 멀티 플루이드  - 빠른 흡수와 깊이가 다른 효과 - 민감 피부를 위한 3-PHYTO complex",스킨케어,로션/에멀젼
36,닥터벨머,데일리리페어 모이스처라이저,https://dn5hzapyfrpio.cloudfront.net/product/e98/e9816310-2d70-11eb-987e-b54956037700.jpeg?w=456,4.12,1067,20000,120ml,보습로션 10위 닥터벨머 8위,민감해진 피부를 진정시키고 외부 환경에 의해 손상된 피부를 보호해주는 저자극 모이스처라이저  - 저자극 매일 보습 솔루션 - 10가지 유해 의심 성분 무첨가 안심 처방 - 26가지 알러젠 가능성이 있는 향료를 배제하여 피부자극 최소화,스킨케어,로션/에멀젼
37,마녀공장,비피다 바이옴 앰플 로션,https://dn5hzapyfrpio.cloudfront.net/product/cac/caceb270-784e-11ee-96ab-dbc63377a30e.jpeg?w=456,4.17,147,25000,300ml,보습로션 11위 마녀공장 26위,산뜻하고 깔끔하면서 끈적임 없이 촉촉한 장벽 보습 로션  - 건강한 피부를 만드는 마이크로바이옴 - 촘촘하게 채워 물샐틈없이 꽉 찬 수분 10중 히알루론산 - 4가지 식물성 오일이 선사하는 탁월한 보습 효과,스킨케어,로션/에멀젼
38,에스트라,아토베리어 365 로션,https://dn5hzapyfrpio.cloudfront.net/product/7fb/7fb55e40-e042-11ee-87c6-2137a11c980a.jpeg?w=456,4.47,59,33000,150ml,보습로션 12위 에스트라 18위,* 본 제품은 리뉴얼된 제품입니다.  피부장벽을 탄탄하게 유지시키는 보습 실키 로션  - 일상생활에 건조한 피부의 장벽기능을 강화 - 데일리 집중 고보습을 통해 부드럽고 탄탄한 보습막을 형성 - 매일 매일 건조한 피부에 강력한 보습을 제공,스킨케어,로션/에멀젼
39,빌리프,밀키 모이스춰라이저 하이드라 밸런싱,https://dn5hzapyfrpio.cloudfront.net/product/3d7/3d78e730-4914-11ec-b4ce-2b394d8d1885.jpeg?w=456,4.15,620,44000,125ml,수분로션 4위 빌리프 10위,"천연 허브 보습의 지혜, 세이지, 삼색제비꽃 추출물 성분 등이 함유되어 촉촉하면서도 생기 있는 피부를 유지시켜 주는 중복합 피부용 모이스춰라이저",스킨케어,로션/에멀젼
40,더후,비첩 자생 에센스,https://dn5hzapyfrpio.cloudfront.net/product/cb5/cb588b60-dcf5-11ee-872a-4f528fefc3a1.jpeg?w=456,4.76,134,165000,50ml,안티에이징에센스 1위 더후 1위,* 본 제품은 리뉴얼된 제품입니다.  NAD Power24™ 함유로 피부 자생력을 길러주는 더후 대표 안티에이징 에센스,스킨케어,에센스/세럼
41,커스텀미,비스포크 에센스,https://dn5hzapyfrpio.cloudfront.net/product/9dd/9dd29cb0-0985-11ee-ad19-b1860f603367.jpeg?w=456,4.74,72,50000,50g,진정에센스 1위 커스텀미 1위,AI 피부 진단으로 내 피부만을 위한 성분과 제형을 커스텀! 오직 내 피부만을 위한 고효능 커스텀 에센스  - 내 피부 고민를 해결할 고효능 성분과 제형을 커스텀 - 내 취향을 200% 반영한 이니셜 인쇄와 디자인 선택  - 주문 후 24시간 안에 만들어지는 신선 에센스,스킨케어,에센스/세럼
42,CNP,더마앤서 액티브 부스트 앰플,https://dn5hzapyfrpio.cloudfront.net/product/430/43036d50-eb16-11ee-8f18-d94410d5a5ce.jpeg?w=456,4.66,259,38000,30ml,안티에이징에센스 2위 CNP 1위,"가득 찬 영양감으로 생기있게 바르는 스킨 부스팅 앰플  - 피부 깊은 곳 까지 전달하는 주름,탄력,톤,속보습 케어 효과 - 피부 치밀도와 장벽 개선 효과 - 차근차근 시작하는 슬로에이징 사용 4주 만에 어려보이는 피부",스킨케어,에센스/세럼
43,플로디카,인투 더 워터홀 앰플,https://dn5hzapyfrpio.cloudfront.net/product/e55/e5502d50-b972-11ec-97b8-e3f3e1d16593.jpeg?w=456,4.69,89,42000,50ml,수분에센스 1위 플로디카 1위,건조한 피부에 빠르게 흡수되어 피부 속 수분에너지를 보충하고 산뜻한 마무리감을 제공하는 앰플  - 촘촘하게 수분층을 쌓아주는 강력한 수분 레이어링 시스템 - 수분 에너지를 농축시킨 산뜻한 앰플 제형 - 피부 밸런스를 맞추어 주는 pH5~6.5 미산성 처방,스킨케어,에센스/세럼
44,AHC,프로 샷 콜라 쥬비네이션 리프트 4 인트라 세럼,https://dn5hzapyfrpio.cloudfront.net/product/dd7/dd73c6e0-dcf3-11ee-a6d5-5f64930f8fe6.jpeg?w=456,4.67,306,60000,40ml,안티에이징에센스 3위 AHC 2위,"4주만에 4D 스킨 리뉴얼 바르는 리프팅 프로샷  - 바르는 리프팅으로 4주만에 7.8살 어려보이는 피부 나이 - 즉각적으로 (30분 사용 후) 피부 리프팅 각도를 눈가 +2º, 입가 +1.8º - 세럼과 아이크림을 함께 사용 했을 때, 턱 부위 피부 +32.9% 리프팅 효과",스킨케어,에센스/세럼
45,숨37˚,숨마 엘릭서 8-미라클 파워 에센스,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200917/1600322969837.jpg?w=456,4.71,68,가격미정,60ml,안티에이징에센스 4위 숨37˚ 1위,"발효의 정수를 담아 다양한 노화 고민을 케어하는 안티에이징 에센스  - 빛을 머금은 듯 광채 어린 피부를 선사 - 변화의 시작, 8-미라클 리페어™ - 일주일 만에 느끼는 놀라운 피부 변화 만족도",스킨케어,에센스/세럼
46,피치포포,캐비지 수퍼 카밍9 앰플,https://dn5hzapyfrpio.cloudfront.net/product/6c1/6c1eb410-c786-11ed-8a0f-332a1b31f564.jpeg?w=456,4.68,136,36000,30ml,진정에센스 2위 피치포포 1위,푸석하고 성난 피부엔 양배추 진정 앰플  - 진정 쿨링 양배추가 67.58% 듬뿍 - 끈적임 없이 촉촉하게 채우는 수분 장벽 - 멘톨 & 에탄올 ZERO 천연 쿨링,스킨케어,에센스/세럼
47,엔프라니,보타레티놀 유스 리페어 솔루션,https://dn5hzapyfrpio.cloudfront.net/product/41c/41c1e540-785a-11ee-9ff9-c9fe075a60f2.jpeg?w=456,4.65,362,48000,35ml,안티에이징에센스 5위 엔프라니 1위,"순수 레티놀보다 8배 우수한 콜라겐 합성력을 가진 특허 성분으로 피부 흡수력을 높인 고효능 안티에이징 비건 레티노이드 제품  - 눈가, 이마, 미간, 팔자, 목주름 4주만에 개선 입증 - 친환경 그린-캡슐레이션™ 으로 7.6배 빠른 흡수력 - 순수 레티놀 대비 8배 우수한 콜라겐 합성력",스킨케어,에센스/세럼
48,큐어코드,뉴로마이드 앰플,https://dn5hzapyfrpio.cloudfront.net/product/6e4/6e44afc0-5b5f-11ee-8fc7-2b366663ec5e.jpeg?w=456,4.61,601,49000,50ml,안티에이징에센스 6위 큐어코드 3위,* 본 제품은 리뉴얼된 제품입니다.  피부 속 수분을 채워 환하고 탄력 넘치는 피부로! 스킨바이옴 탄력 앰플  - 특허 받은 독자 원료와 기술로 피부 장벽 강화 - 고영양 성분을 수분으로 감싸 실키하면서도 끈적임 없는 마무리감 - 저자극 포뮬러로 민감한 피부도 안심하고 사용 가능,스킨케어,에센스/세럼
49,끌레드벨,콜라겐 부스터 세럼,https://dn5hzapyfrpio.cloudfront.net/product/f2c/f2c9f6f0-f86d-11ee-a8ad-5dc183538482.jpeg?w=456,4.65,126,38000,150ml,안티에이징에센스 7위 끌레드벨 1위,73% 인체유사 비건 콜라겐 함유된 부스트 세럼  - 탁월한 탄력충진 '비건 콜라겐' - 피부 보호와 탄력에 도움을 주어 365일 촉촉하고 부드럽게 스킨케어 루틴,스킨케어,에센스/세럼
50,아이오페,레티놀 슈퍼 바운스 세럼,https://dn5hzapyfrpio.cloudfront.net/product/8ad/8adb6340-8832-11ee-938a-3bf1e213ee44.jpeg?w=456,4.64,395,50000,30ml,안티에이징에센스 8위 아이오페 1위,"촘촘한 4중 탄력 레이어링으로 속부터 차오르는 밀도 탄력 세럼  - 효능은 실감 나게, 피부는 더 편하게 고민할 필요 없는 RETINOL FOR ALL - 레티놀 4X 멀티튠의 층층 밀도 탄력 케어 - 차오른 밀도 탄력을 잘 유지할 수 있게 피부 장벽 강화, 영양 공급",스킨케어,에센스/세럼
51,코이,솔리드 볼륨 앰플,https://dn5hzapyfrpio.cloudfront.net/product/205/2054e4c0-3d95-11ee-adfa-4bbc55cf070e.png?w=456,4.6,353,52000,35ml,안티에이징에센스 9위 코이 2위,"고밀도 단백질로 채우는 탄탄함으로 얼굴 전체를 탄력있고 밀도있게 케어  - 정제수 대신 23가지 단백질로 채운 베이스 - 앰플과 크림의 중간 텍스처로 피부 초밀착케어 - 얼굴 전체 리프팅과 탄력, 보습을 관리",스킨케어,에센스/세럼
52,셀블룸,비타 펩타이드 듀얼 세럼,https://dn5hzapyfrpio.cloudfront.net/product/6ee/6ee1cfb0-b42b-11ee-b6da-bdf5586a0e34.jpeg?w=456,4.62,129,59000,48g,브라이트닝에센스 1위 셀블룸 1위,Step1 잡티 케어 세럼과 Step2 브라이트닝 세럼 두가지 세럼을 레이어링 하여 피부 미백 효과 시너지업!  * 성분 정보는 step1 기준으로 등록되었습니다.,스킨케어,에센스/세럼
53,웰라쥬,하이퍼 펩타이드 보툴리들 앰플,https://dn5hzapyfrpio.cloudfront.net/product/099/099e29a0-43fa-11ef-938f-e9c129d5a717.jpeg?w=456,4.63,172,32000,50ml,모공에센스 1위 웰라쥬 3위,늘어난 모공 따-끔-! 속탄력 부스팅! #모공PT앰플  - 근본부터 다른 진짜 #모공속탄력케어 - 3단계 #모공PT 프로그램 - 텅-빈 모공 탄력을 탄탄하게! #속탄력 효과,스킨케어,에센스/세럼
