idx,brand_name,cos_name,cos_img_src,grade,grade_count,price,vol,ranking,description,category,category_2
680,스킨1004,마다가스카르 센텔라 라이트 클렌징 오일,https://dn5hzapyfrpio.cloudfront.net/product/dfc/dfc11f30-e370-11eb-9e0b-494747853860.jpeg?w=456,4.53,836,37000,200ml,클렌징오일 6위 스킨1004 2위,센텔라 추출물로 클렌징 단계부터 강력 진정 케어  - 스킨1004만의 오일 형태 센텔라 추출물 - 11가지 성분만을 사용한 최적의 포뮬러 - 물처럼 가벼운 텍스처와 산뜻한 마무리감,클렌징,메이크업클렌저
681,투비건,컬러 푸드 시리즈 화이트 홀썸 클렌징밤,https://dn5hzapyfrpio.cloudfront.net/product/091/091ba0a0-03cc-11ec-9413-85257552b9f2.jpeg?w=456,4.58,245,22000,120ml,클렌징밤 1위 투비건 1위,푸드의 컬러가 가진 파이토 케미컬에 주목한 항산화 스킨케어 클렌징밤  - 눈에 들어가도 자극이 적은 처방으로 눈시림 없는 클렌징이 가능 - 지우기 힘든 워터프루프 메이크업도 한 번에 클렌징 - 부드러온 샤벳 제형으로 자극없이 촉촉한 클렌징,클렌징,메이크업클렌저
682,포인트앤,딥 멜팅 소이 클렌징 밤,https://dn5hzapyfrpio.cloudfront.net/product/60b/60b55ef0-5e7f-11ed-b5a3-991f5da12f9e.png?w=456,4.61,152,17900,90ml,클렌징밤 2위 포인트앤 2위,"모공 속 노폐물, 블랙헤드를 부드럽게 녹여내는 저자극 약산성 클렌징 밤  - 단 1회 사용으로도 어떤 메이크업도 녹여내는 말끔 강력 세정력 - 피부와 눈 주위도 순하게 저자극 클렌징 - 번거로움을 최소화 한 사용자 친화적인 원터치 캡 & 스패츌러",클렌징,메이크업클렌저
683,쓰리,밸런싱 클렌징 오일 N,https://dn5hzapyfrpio.cloudfront.net/product/0d1/0d15a7d0-b962-11ed-b745-673fe6a6fb92.jpeg?w=456,4.53,284,53000,185ml,클렌징오일 7위 쓰리 2위,* 본 제품은 리뉴얼된 제품입니다.  호흡으로 먼저 느끼는 프리미엄 에센셜 오일의 완벽한 클렌징  - 식물성 오일이 모공 속까지 딥 케어 - 샤프란 & 버독 콤플레스를 함유한 에센스 인 오일 - 마음까지 편안하게 케어 및 자극 없이 산뜻하고 마일드 클렌징,클렌징,메이크업클렌저
684,바닐라코,클린 잇 제로 클렌징 밤 오리지널,https://dn5hzapyfrpio.cloudfront.net/product/d52/d52d5a10-eb34-11ee-a7d7-99e5439fe66a.jpeg?w=456,4.49,3485,20000,100ml,클렌징밤 3위 바닐라코 3위,* 본 제품은 리뉴얼된 제품입니다.  모두를 만족시키는 올인원 클렌징 밤  - 립앤아이 리무버가 없어도 짙은 메이크업까지 한번에 딥클렌징 - 자극 받은 피부를 진정시키고 순하게 클렌징되어 피부 밸런스 유지 - 식물 유래 추출물이 함유하고 있는 유효성분을 피부에 전달,클렌징,메이크업클렌저
685,포인트앤,피지 쏙 베지 클렌징 오일,https://dn5hzapyfrpio.cloudfront.net/product/390/390336b0-f4d7-11eb-a6a6-e1760be85e7a.jpeg?w=456,4.46,295,18900,230ml,클렌징오일 8위 포인트앤 3위,여름에도 가볍게 쓸 수 있는 산뜻한 클렌징 오일  - 메이크업은 물론 블랙헤드 및 피지까지 말끔히 제거 - 가볍고 산뜻한 그린 텍스처로 부담없는 데일리 오일 - 8가지 자연유래 오일 함유,클렌징,메이크업클렌저
686,더샘,힐링 티 가든 티트리 클렌징 워터,https://dn5hzapyfrpio.cloudfront.net/product/d8d/d8dfea60-a04a-11ec-bb5e-f96d59d299e4.jpeg?w=456,4.39,5455,5500,300ml,클렌징워터 5위 더샘 3위,티트리가 함유된 산뜻한 노 워시 클렌징 워터  - 가벼운 포인트 메이크업까지 한번에 닦아주고 물세안 한 듯 피부를 깔끔하게 마무리 - 호주 티트리 성분이 함유되어 모공 피지까지 산뜻하게 케어 - 피부자극 테스트와 눈가 안전성 테스트를 완료하여 민감한 피부에도 사용 가능한 저자극 클렌징 워터,클렌징,메이크업클렌저
687,헤이미쉬,올 클린 밤,https://dn5hzapyfrpio.cloudfront.net/product/6a1/6a1cdb30-4c0b-11ec-8777-4bef654576fa.jpeg?w=456,4.49,214,18000,120ml,클렌징밤 4위 헤이미쉬 1위,"클렌징 오일의 장점만 모은 밤 타입 클렌저  - 모든 메이크업과 각질, 블랙헤드까지 한번에 클렌징 - 원터치로 한번에 OPEN - 진한 메이크업도 한번에 클렌징",클렌징,메이크업클렌저
688,파머시,그린 클린 메이크업 멜트어웨이 클렌징 밤,https://dn5hzapyfrpio.cloudfront.net/product/7f3/7f321e50-2f8c-11eb-ac34-31851f944f88.jpeg?w=456,4.46,138,42000,100ml,클렌징밤 5위 파머시 1위,"* 본 제품은 리뉴얼된 제품입니다.  이중세안 필요 없는 착한 성분의 딥클렌징 밤  - 촉촉한 셔벗 텍스처 - 오일과 폼의 장점을 한 번에, 완벽한 3 in 1 효과 - 저자극, 건조함 NO!",클렌징,메이크업클렌저
689,비페스타,미셀라 립앤아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/0f2/0f2df4b0-22ad-11ed-afc0-93d31d45ecb9.jpeg?w=456,4.76,108,12000,145ml,포인트리무버 1위 비페스타 1위,* 본 제품은 아이 메이크업 리무버에서 리뉴얼된 제품입니다.  5초만 기다리면 워터프루프까지 한 번에  - 문지를 필요 없는 저마찰 미셀라 클렌징 - 2종 세정 성분으로 더블 딥 클렌징 - 피부 보호 성분 첨가 & 유해 성분 9종 미첨가,클렌징,포인트리무버
690,클리오,킬래쉬 마스카라 리무버,https://dn5hzapyfrpio.cloudfront.net/var/app/current/common/upload/20200224/1582530907341.jpg?w=456,4.67,440,12000,8.5g,포인트리무버 2위 클리오 3위,바르는 순간 깔끔하게 파워 클렌징 되는 마스카라 리무버  - 꺾인 형태의 브러시가 한 올 한 올 꼼꼼 클렌징 - 속눈썹에 바른 후 화장 솜으로 슥 닦아내면 되는 빠르고 쉬운 이지 클렌징 - 일반 립앤아이리무버보다 오일 함유량이 높아 사르르 녹여내어 순삭 클렌징,클렌징,포인트리무버
691,포인트앤,딥 클린 립앤아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/768/768b5a80-45fd-11ed-aabf-cb23c0bb7a84.png?w=456,4.63,437,11900,150ml,포인트리무버 3위 포인트앤 1위,"* 본 제품은 리뉴얼 된 제품입니다.  저자극 약산성으로 눈 따갑지 않은 립앤아이 리무버  - 단 1회 사용으로도 워터프루프 메이크업 완벽 클렌징 - 약산성 제품으로 연약한 눈가 피부도 자극 걱정 no - 워터, 오일층의 이상적인 비율로 미끈거림 없이 산뜻하고 말끔하게 세정",클렌징,포인트리무버
692,키스미,히로인 메이크 스피디 마스카라 리무버,https://dn5hzapyfrpio.cloudfront.net/product/55d/55dc80c0-e9ec-11eb-ba3c-2b7b9ebc2cc4.jpeg?w=456,4.58,742,13000,6.6ml,포인트리무버 4위 키스미 2위,워터프루프 타입 마스카라를 깔끔하게 지워주는 마스카라 전용 리무버  - 빗처럼 생긴 브러시로 마스카라를 바르듯 간편하게 클렌징 - 뛰어난 세정력 - 순하게 클렌징,클렌징,포인트리무버
693,바닐라코,립 앤 아이 리무버 클리어,https://dn5hzapyfrpio.cloudfront.net/product/e52/e52f58c0-e464-11eb-869a-87d502c5f8ac.jpeg?w=456,4.58,286,6500,100ml,포인트리무버 5위 바닐라코 2위,진한 워터프루프 메이크업도 말끔하게 지워내는 2층 상의 쉐이킹 타입 립 앤 아이 리무버,클렌징,포인트리무버
694,키스미,아이 젠틀 오프 립앤아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/10b/10b9b310-33eb-11ed-a58b-f3d371d05849.png?w=456,4.52,162,14000,120ml,포인트리무버 6위 키스미 4위,"클렌징부터 케어까지 젠틀하게 마무리  - 강력한 메이크업을 한번에 클렌징 - 민감성 피부 저자극 임상 완료 - 프랑스 EVE 비건 인증, 지구를 위한 재활용 패키지 사용",클렌징,포인트리무버
695,폰즈,클리어 훼이스 스파 립앤아이 메이크업 리무버,https://dn5hzapyfrpio.cloudfront.net/product/5fe/5fec2850-bc50-11eb-8dbb-cfd82b58c2e8.png?w=456,4.42,3093,10900,120ml,포인트리무버 7위 폰즈 1위,스파 성분으로 워터프루프 메이크업까지 순하고 깔끔하게 지워주는 립앤아이 리무버,클렌징,포인트리무버
696,어퓨,미네랄 립앤아이 메이크업 리무버,https://dn5hzapyfrpio.cloudfront.net/product/de1/de1bf0a0-c274-11eb-b9d7-f30db1343114.jpeg?w=456,4.34,5233,3500,100ml,포인트리무버 8위 어퓨 13위,"워터프루프 및 롱래스팅 포인트 메이크업을 깔끔히 지워주는 립앤아이 메이크업 리무버  - 미네랄 성분이 충부한 온천수와 보습성분이 함유되어 섬세한 눈가와 입술 피부를 촉촉하게 케어 - 플라워 콤플렉스, 베리 콤플렉스가 맑고 투명한 피부를 만들어주고 장시간의 메이크업으로 지친 민감한 눈과 입주위를 보호 - 순한 사용감으로 부드럽게 클렌징  * 성분 정보는 오마린 기준으로 등록되었습니다.",클렌징,포인트리무버
697,플로디카,마일드 터치 립앤아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/275/275bd2f0-f5f3-11ec-861b-6b90dd54b512.png?w=456,4.53,62,16000,150ml,포인트리무버 9위 플로디카 5위,"진한 포인트 메이크업도 순-삭! 눈시림, 자극 걱정없는 비건 아이리무버  - 피토워터 & 오일층 최적의 비율로 눈시림, 따가움 없고 산뜻한 마무리감 - 식물유래 스쿠알렌 성분 함유로 예민해진 입가, 눈가에도 진정 및 보습 케어 - 독일 더마 테스트 엑설런트 등급 획득으로 안심하고 사용 가능",클렌징,포인트리무버
698,일리윤,프레쉬 모이스춰 립앤아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/ce5/ce543ef0-da71-11ec-acae-075ec03ee1bb.jpeg?w=456,4.29,1572,12000,150ml,포인트리무버 10위 일리윤 13위,"* 본 제품은 리뉴얼된 제품입니다.  발효유자추출물이 함유되어 생기를 부여하며 워터프루프 메이크업도 말끔히 제거하는 립앤아이 리무버  - 메이크업을 잘 녹여내는 코코넛 오일을 함유하여 강력한 워터프루프 메이크업도 한번에 - 비타민C 가득한 자연 발효 유자 성분이 눈가와 입가 피부에 생기있고 촉촉하게 유지 - 물, 오일 최적의 비율로 만들어진 피부에 남김없이 산뜻한 마무리감",클렌징,포인트리무버
699,이니스프리,애플 씨드 립앤아이 메이크업 리무버,https://dn5hzapyfrpio.cloudfront.net/product/16b/16b4a3a0-e986-11ed-a253-c546914d15a1.jpeg?w=456,4.38,120,9000,100ml,포인트리무버 11위 이니스프리 22위,* 본 제품은 애플씨드 립앤아이 리무버에서 리뉴얼된 제품입니다.  사과씨오일이 함유되어 포인트 메이크업을 부드럽고 깔끔하게 지워주는 립앤아이 메이크업 리무버  - 미끌거림이나 답답함 없이 산뜻하게 - 보습과 영양이 풍부한 사과씨 오일이 피부를 부드럽게 케어,클렌징,포인트리무버
700,미샤,퍼펙트 립앤아이 메이크업 리무버,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20170324/1490340678723.png?w=456,4.12,1062,4000,155ml,포인트리무버 12위 미샤 37위,진한 메이크업도 깔끔하게 지워주는 포인트 메이크업 전용 립앤아이 리무버,클렌징,포인트리무버
701,머지,굿 베리 립앤아이리무버,https://dn5hzapyfrpio.cloudfront.net/product/6f2/6f2c9850-122b-11ec-8a32-59e3110aa925.jpeg?w=456,4.3,63,8900,210ml,포인트리무버 13위 머지 3위,2종 레이어로 깔끔하게 클렌징  - 초강력 워터프루프로 머지 제품도 완벽하게 클렌징 - 특허성분 블루콤플렉스&보습성분 블랙푸드 베리 - 부족함 없이 사용 가능한 210ml 대용량,클렌징,포인트리무버
702,페리페라,잉크 립 앤 아이 리무버,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/20180625/1529891107632.png?w=456,4.19,70,5000,100ml,포인트리무버 14위 페리페라 30위,"물과 오일의 황금 비율로 진한 포인트 메이크업, 강력한 워터 프루프 잉크 카라까지 쉽고 깔끔하게!  - 민감한 눈가에도 마일드하게 저자극 클렌징 - 민감한 눈가, 입가 피부를 케어하는 3중 히아루론산액과 아보카도 오일 함유로 눈가를 촉촉하고 편안하게!",클렌징,포인트리무버
703,더샘,내추럴 컨디션 탄산 립 앤 아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/119/1192b320-0ee1-11ec-89f3-4793e39f1537.jpeg?w=456,4.22,179,8000,155ml,포인트리무버 15위 더샘 17위,제주탄산 온천수와 미네랄 워터가 함유되어 워터프루프 포인트 메이크업까지 말끔하게 지워 주는 립 앤 아이 리무버  - 제주 탄산 온천수로 되찾는 피부의 청정한 컨디션 - 미세 노폐물까지 깨끗하게 정화해주는 파워 클렌징 - 포인트 메이크업을 말끔히 지워주는 마일드한 사용감의 듀얼 포뮬라,클렌징,포인트리무버
704,샤넬,데마끼앙 이으 엥땅스,https://dn5hzapyfrpio.cloudfront.net/product/83b/83b1d110-f821-11eb-bb96-916166eb301a.jpeg?w=456,4.23,143,46000,100ml,포인트리무버 16위 샤넬 29위,눈 주변의 메이크업을 말끔하게 클렌징 해주고 속눈썹을 보호해 주는 효과는 물론 젠틀한 부드러움까지 갖춘 아이 메이크업 리무버,클렌징,포인트리무버
705,크리니크,테이크 더 데이 오프 메이크업 리무버 포 리드 래쉬 앤 립스,https://dn5hzapyfrpio.cloudfront.net/product/753/753ad0e0-eecc-11eb-98b0-150232b00103.jpeg?w=456,4.17,89,34000,125ml,포인트리무버 17위 크리니크 4위,"진한 롱-웨어링, 워터 프루프 메이크업까지도 깨끗하게 지워주는 아이 및 립 포인트 메이크업 리무버",클렌징,포인트리무버
706,스킨푸드,밀크쉐이크 포인트 메이크업 리무버,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20201109/1604908801028.jpg?w=456,4.07,517,10000,160ml,포인트리무버 18위 스킨푸드 40위,* 본 제품은 리뉴얼된 제품입니다.  순하지만 강력하게 클렌징해주는 순둥 촉촉 쉐이킹 리무버  - 불필요한 성분은 빼고 순한 성분만 더한 저자극 안심 리무버 - 우유 단백질과 발효 두유 성분으로 클렌징 후에도 촉촉하게 - 2층상 쉐이킹 제형으로 진한 메이크업도 말끔 클렌징,클렌징,포인트리무버
707,라네즈,립 & 아이 리무버,https://dn5hzapyfrpio.cloudfront.net/product/9a8/9a873f00-1f8c-11ec-9a9b-cd560216a762.jpeg?w=456,4.02,427,17000,150ml,포인트리무버 19위 라네즈 13위,마일드하면서 빠르고 효과적인 포인트 메이크업 리무버  - 눈물의 PH 조성에 맞춘 저자극 포뮬러 - 이층상으로 이루어진 액상 타입이 깔끔하게 클렌징 - 연약한 눈가와 입가 피부를 보호,클렌징,포인트리무버
708,에뛰드,컬 픽스 마스카라 리무버,https://dn5hzapyfrpio.cloudfront.net/product/541/54147230-ede2-11eb-90bd-6335b13f1183.jpeg?w=456,3.99,464,5000,80ml,포인트리무버 20위 에뛰드 92위,어떤 순간에도 흔들림 없는 촘촘 컬링 컬픽스 마스카라를 한번에 클렌징 해주는 강력 마스카라 리무버  - 래쉬펌 컬픽스 마스카라를 싹 지워줄 클렌징 오일 성분 - 지친 눈가를 편안하게 진정,클렌징,포인트리무버
709,헤브블루,펜타베리 판테놀 리페어 필패드,https://dn5hzapyfrpio.cloudfront.net/product/1f0/1f03f6c0-7859-11ee-a093-ef6e64410b16.jpeg?w=456,4.6,173,39900,70ea,필링패드 1위 헤브블루 4위,5가지 베리로 자극없이 각질 관리하는 필링패드  - 친환경 생분해 패드로 피부결과 피부장벽을 동시 케어 - 자극 없이 말끔하게 피부결 정돈 및 각질/노폐물 제거 - 약산성 pH로 피부속부터 건강하게,클렌징,각질케어
710,아임프롬,피그 스크럽 마스크,https://dn5hzapyfrpio.cloudfront.net/product/eb8/eb824190-da6f-11ec-b60b-31c3186a3c6e.jpeg?w=456,4.51,678,32000,120g,스크럽 1위 아임프롬 1위,"고운 무화과 가루가 콕콕 박힌 흑설탕 컬러의 밀도감 높은 엑스폴리에이팅 마스크  - 무화과 효소 공법 - 가볍지만 진한 보습 - 2중 노폐물, 각질 케어",클렌징,각질케어
711,스킨푸드,블랙슈가 퍼펙트 에센셜 스크럽 2X,,4.46,605,22000,210g,스크럽 2위 스킨푸드 9위,* 본 제품은 리뉴얼된 제품입니다.  거칠어진 피부 컨디션을 보드랍고 매끈하게 가꾸어주는 에센셜 스크럽  - 블랙슈가와 청주를 담아 매끈촉촉 각질케어 - 곱게 그라인딩한 설탕입자로 자극을 줄인 스크럽 - 페이스와 바디 모두 사용할 수 있는 산뜻 멀티 스크럽,클렌징,각질케어
712,더말로지카,데일리 마이크로폴리언트,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200714/1594695850561.png?w=456,4.54,76,89000,74g,스크럽 3위 더말로지카 1위,"* 본 제품은 리뉴얼된 제품입니다.  쌀과 쌀겨 추출물이 불필요한 각질을 제거하고, 피부 톤을 밝게 해주는 효소 타입의 각질 제거제  - 자극 없는 효소 각질제거제 - 브라이트닝 콤플렉스의 윤기 증진 - 쌀과 쌀겨추출물이 피부 톤을 환하게",클렌징,각질케어
713,마녀공장,갈락토미 엔자임 필링젤,https://dn5hzapyfrpio.cloudfront.net/product/421/4216b170-7859-11ee-9ff9-c9fe075a60f2.jpeg?w=456,4.46,303,12000,75ml,필링젤 1위 마녀공장 13위,순수 발효 성분으로 피부 보습과 결 케어를 한 번에 도와주는 마일드 필링젤  - 자연유래 94.44% 민감 피부도 걱정 없는 마일드한 필링젤 - 화장이 들뜰 때 매끈한 피부를 선사해주는 각질 케어 - 발효 효소와 갈락토미세스의 더블 배합으로 부드럽게 비우고 촉촉하게 채워주는 필링 젤,클렌징,각질케어
714,메디힐,피토엔자임 각질 패드,https://dn5hzapyfrpio.cloudfront.net/product/6c0/6c0ab340-be38-11ed-ab10-7fa203e4a605.jpeg?w=456,4.38,234,26000,90ea,필링패드 2위 메디힐 9위,블랙헤드와 모공 면적을 개선해 주며 매끈하게 피부 결을 정돈해 주는 데일리 각질 패드,클렌징,각질케어
715,시드물,녹차 필링젤,https://dn5hzapyfrpio.cloudfront.net/product/0ec/0ecb8b20-bc53-11eb-8009-11ce9f760627.png?w=456,4.32,5635,4800,120ml,필링젤 2위 시드물 5위,내츄럴 셀룰로오스를 단일 적용하여 각질/피지/모공 노폐물을 제거 하는데 도움을 주는 고마주 필링 타입 필링젤  - 제주 녹차를 적용하여 진정과 모공 피부 청정&영양 공급 - 매끈하고 건강한 피부로 관리하는데 도움 - 물로 씻어내는 워시오프 타입의 필링젤,클렌징,각질케어
716,셀퓨전씨,트리악 모공 톡스 패드,https://dn5hzapyfrpio.cloudfront.net/product/723/72388ec0-6976-11ed-9477-510914c9336b.jpeg?w=456,4.32,421,16500,60ea,필링패드 3위 셀퓨전씨 7위,"한 장으로도 느껴지는 변화! 모공,수분,진정 한번에 케어  - 즉각적인 모공 타이트닝 효과 - 민감성 피부까지 생각한 데일리 안심 필링 패드 - pH 4.5 약산성 수분막, 당김 없이 촉촉하게",클렌징,각질케어
717,아누아,어성초 77 클리어 패드,https://dn5hzapyfrpio.cloudfront.net/product/efe/efeaf7c0-7859-11ee-9ff9-c9fe075a60f2.jpeg?w=456,4.3,764,28000,70ea,필링패드 4위 아누아 1위,국내산 어성초로 자극없이 부드러운 필링 패드   - 닦을수록 쫀쫀한 각질제거+모공수렴 레이어링 - 3세대 필링 성분 PHA로 피부에 순한 저자극 안심 패드 - 끈적이지 않는 산뜻한 제형으로 클렌징과 진정 효과까지,클렌징,각질케어
718,프리메라,페이셜 마일드 필링,https://dn5hzapyfrpio.cloudfront.net/product/4ef/4ef8b180-a692-11ec-938a-d989e20d7e2c.jpeg?w=456,4.29,3800,30000,150ml,필링젤 3위 프리메라 7위,부드럽게 각질과 노폐물을 제거하여 피부 결을 개선해 주는 필링젤  - 묵은 각질과 모공 노폐물만 쏙쏙 골라 더블 흡착 시스템 - 30초 수분 마사지로 피부장벽 보호 - 맑고 매끄러운 피부결로 개선,클렌징,각질케어
719,아리얼,스트레스 릴리빙 데일리 픽 토닝 패드,https://dn5hzapyfrpio.cloudfront.net/product/af0/af0fcbc0-f520-11ed-a40c-df28447ec5cb.jpeg?w=456,4.38,98,5900,30ea,필링패드 5위 아리얼 4위,"* 본 제품은 패키지 리뉴얼된 제품입니다.   진정이 필요한 피부, 언제 어디서든 간편하게 한 장씩 톡-!  - 병풀추출물 50% 함유되어 예민해진 피부 빠르게 진정  - 얼룩덜룩한 피부에서 생기 맑은 피부로 만들어주는 토닝 패드 - 비건 인증 100% 순면 원단으로 안심 사용",클렌징,각질케어
720,일소,슈퍼 멜팅 세범 소프트너,https://dn5hzapyfrpio.cloudfront.net/product/376/3760e6d0-af61-11ee-9bff-77a58e372abd.jpeg?w=456,4.48,66,26000,150ml,필링젤 4위 일소 3위,"돌처럼 딱딱해진 피지를 부드럽게 녹여 배출, 제거해주는 피지&블랙헤드 케어 레시피  - 효소 & 식물성 성분으로 각질 정돈 - 피지, 블랙헤드 케어를 위한 알칼리 제형 - 진정 성분 함유로 순한 피지 관리",클렌징,각질케어
721,아리얼,스트레스 릴리빙 데일리 픽 필링 패드,https://dn5hzapyfrpio.cloudfront.net/product/cfd/cfd450b0-f520-11ed-9b28-17bff3a9c2f8.jpeg?w=456,4.29,133,5900,30ea,필링패드 6위 아리얼 6위,"* 본 제품은 패키지 리뉴얼된 제품입니다.  패드 한 장으로 모공부터 각질까지 간편하게!   - AHA, BHA 성분으로 자극없이 부드럽게 각질 제거  - 녹차수 50% 함유로 산뜻하게 모공 / 수분 케어  - 비건 인증 100% 순면 원단으로 안심 사용",클렌징,각질케어
722,닥터지,브라이트닝 비타 필링 패드,https://dn5hzapyfrpio.cloudfront.net/home/glowmee/upload/product/20200928/1601267775533.jpg?w=456,4.23,96,25000,70ea,필링패드 7위 닥터지 17위,"각질, 잡티, 화이트와 블랙헤드 올케어로 환해지는 비타 필링 패드",클렌징,각질케어
723,구달,사과 아하 매끈 패드,https://dn5hzapyfrpio.cloudfront.net/var/app/current/common/upload/20200220/1582186512917.jpg?w=456,4.18,275,20000,70ea,필링패드 8위 구달 10위,피부 보호막을 지키고 불필요한 각질만 깨끗하게 제거하는 순한 필링  - 사과추출물로 매끈하게! 저자극 필링패드 - 각질은 물론 모공까지 깨끗하게! 간편한 순삭패드 - 오돌토돌 고민되는 부위는 어디든! 올인원 매끈패드,클렌징,각질케어
724,메디필,엑스트라 슈퍼9 플러스 액티브 스틱,https://dn5hzapyfrpio.cloudfront.net/product/22c/22c1ce60-f50d-11ed-9308-1788472b81b3.jpeg?w=456,4.19,72,26900,33g,필링젤 5위 메디필 5위,"100% 리얼 티트리와 시카 생 잎을 갈아 넣어 진정+모공 토탈 케어  - 인체적용시험으로 증명한 묵은 각질, 블랙헤드, 피부결 개선 - 모공 요철 끼임없이 사용 가능하여 매끈한 피부 가능",클렌징,각질케어
725,더샘,셀 리뉴 바이오 마이크로 필 소프트 젤,https://dn5hzapyfrpio.cloudfront.net/product/69e/69e91930-b79b-11eb-93c4-1f3d5a2ece0d.png?w=456,4.14,2384,18000,160ml,필링젤 6위 더샘 15위,스마트 타겟팅 필링 시스템으로 효과적인 각질 제거를 통해 부드러운 피부결을 선사하는 마일드한 필링 젤  - 마일드 필링으로 스킨 리텍스처라이징 - 마린 셀 에너지로 피부 활력 케어 - 스마트 타겟팅 시스템으로 깨끗하고 부드러운 피부,클렌징,각질케어
726,셀리맥스,지우개 패드,,4.11,862,20000,60ea,필링패드 9위 셀리맥스 4위,"문지르는 것 만으로도 기초 스킨케어를 끝내줄 혁명템  - 메이크업 잔여물 제거부터 각질관리, 스킨케어까지 단 5초만에 - 히알루론산 토너로 순하고 촉촉한 각질케어",클렌징,각질케어
727,세컨디자인,스프링이 필링 젤 톤업 부스트,https://dn5hzapyfrpio.cloudfront.net/product/5c1/5c159d00-1575-11ec-9b1c-554d4afbbc79.jpeg?w=456,4.17,183,12000,120ml,필링젤 7위 세컨디자인 4위,자연유래 셀룰로오스가 각질을 관리하여 매끈하고 투명한 피부로 개선해주는 저자극 필링 젤,클렌징,각질케어
728,메디필,엑스트라 슈퍼9 플러스 2.0,https://dn5hzapyfrpio.cloudfront.net/product/019/0198a620-f50b-11ed-9308-1788472b81b3.jpeg?w=456,4.18,171,24900,250ml,필링젤 8위 메디필 6위,"* 본 제품은 '엑스트라 슈퍼9 플러스'에서 리뉴얼된 제품입니다.  기존보다 2배 강력해진 모공 축소 효과 피지 연화제  - AHA, BHA, PHA 함유로 강력해진 노폐물케어 - 화해주의성분 7가지 제외 - 블랙헤드, 화이트헤드, 피지케어, 모공수렴 올인원 모공 케어",클렌징,각질케어
729,다이소,펌핑형 거품 메이커,https://dn5hzapyfrpio.cloudfront.net/product/b15/b15ae400-ea3a-11ed-ad0f-7fef6d0951a9.jpeg?w=456,4.56,174,1000,1ea,클렌징도구 1위 다이소 7위,풍성한 크림 거품을 만들 수 있는 버블 메이커,클렌징,클렌징도구
730,일소,딥 클린 마스터,https://dn5hzapyfrpio.cloudfront.net/product/4d1/4d158850-73ac-11ee-b21e-ef18eb12f731.jpeg?w=456,4.55,85,7900,1ea,클렌징도구 2위 일소 1위,"다양한 화장품과 함께 사용해 블랙헤드, 각질, 피지, 노폐물까지 딥 클렌징!",클렌징,클렌징도구
731,시드물,거품망 버블메이커,https://dn5hzapyfrpio.cloudfront.net/product/899/89997bd0-294d-11eb-abdc-a1ebefa75730.jpeg?w=456,4.55,260,2000,1ea,클렌징도구 3위 시드물 2위,"민감한 문제성 피부를 위한 순하고 자극이 적은 거품 세안  - 세안제 타입에 관계없이 풍부하고 미세한 거품 형성 - 자극은 줄이고, 보다 순하고 깨끗한 클렌징을 도움 - 바디에 샤워볼로 사용 가능",클렌징,클렌징도구
732,에뛰드,마이뷰티툴 버블 메이커,https://dn5hzapyfrpio.cloudfront.net/product/44e/44ee9880-294d-11eb-abdc-a1ebefa75730.jpeg?w=456,4.28,701,4000,1ea,클렌징도구 4위 에뛰드 38위,조밀한 거품을 만드는 버블 메이커,클렌징,클렌징도구
733,이니스프리,뷰티툴 크리미 버블 메이커,https://dn5hzapyfrpio.cloudfront.net/product/89b/89bb2fa0-0a20-11ec-8cc0-b172f9a93c06.jpeg?w=456,4.22,558,2000,1ea,클렌징도구 5위 이니스프리 27위,생크림같이 풍성하고 촘촘한 거품을 만들어주는 클렌징 도구,클렌징,클렌징도구
734,시드물,핑크 해면,https://dn5hzapyfrpio.cloudfront.net/product/d33/d333ca20-f2d3-11eb-8781-49f5aa3d4547.jpeg?w=456,4.47,58,1500,1ea,클렌징도구 6위 시드물 19위,사용감이 매우 부드럽고 자극이 적어 민감한 피부용으로 좋은 핑크 해면 스펀지  - 손보다 더 자극이 적어 부드러운 세안 - 메이크업 잔여물을 부드럽게 제거 - 아기 피부에 사용해도 좋은 부드러움,클렌징,클렌징도구
735,다이소,오가닉팜 버블메이커 샤워볼,https://dn5hzapyfrpio.cloudfront.net/product/f19/f19c2e60-fd8e-11eb-a3c6-f3ac55d80886.jpeg?w=456,4.21,421,1000,1ea,클렌징도구 7위 다이소 29위,풍부하고 부드러운 거품을 만들어주는 샤워 및 세안 스펀지,클렌징,클렌징도구
736,아리따움,버블 거품망,https://dn5hzapyfrpio.cloudfront.net/product/2cc/2ccd3840-b21b-11eb-9174-612275a70a53.jpeg?w=456,4.02,165,2000,1ea,클렌징도구 8위 아리따움 14위,비누나 폼 클렌저의 거품을 쉽게 내도록 도와주는 버블 메이커,클렌징,클렌징도구
